9328;348;9b60;
c4;30e;320;5534;
c5;30f;323;5ad8;
c7;310;31e;607c;
c8;30a;320;6620;
ca;30d;31f;6bc8;
ca;30c;31d;716c;
cc;30c;31d;7710;
ce;30c;320;7cb4;
cf;30a;31d;825c;
ce;30c;31b;8808;
d0;308;31b;8da4;
d2;307;31b;9348;
d4;30c;319;98f0;
d4;306;319;9e94;
d4;303;319;a438;
d6;307;318;a9dc;
d7;307;317;af84;
d8;305;317;b528;
d9;306;315;bacc;
da;306;315;c070;
db;303;314;c618;
db;302;311;cbbc;
dc;302;312;d160;
de;2ff;312;d704;
dd;2fd;310;dcac;
de;2fc;311;e250;
df;2f9;313;e7f4;
df;2fb;311;ed98;
e0;2fc;311;f340;
e1;2fb;311;f8e4;
e1;2fc;30f;fe88;
e1;2fd;310;42c;
e2;2f9;312;97c;
e2;2fb;30c;ecc;
e2;2fc;30e;1420;
e3;2fb;30d;19c4;
e4;2f9;30d;1f68;
e4;2fc;30d;250c;
e4;2f8;30d;2ab0;
e4;2fb;30b;3058;
e5;2f9;30b;35fc;
e4;2fa;30c;3ba0;
e6;2fc;30c;4144;
e5;2fd;30a;46ec;
e5;2f8;30c;4c90;
e5;2fb;30a;5234;
e4;2fc;30c;57d8;
e5;2f9;30a;5d80;
e5;2fb;309;6324;
e5;2fa;30a;68c8;
e5;2fa;30c;6e6c;
e5;2fe;309;7418;
e4;2fb;309;79b8;
e4;2fb;30c;7f5c;
e3;2fc;30b;8500;
e2;2ff;30b;8aa8;
e3;2fa;30a;904c;
e2;2fc;30a;95f0;
e2;2fe;309;9b94;
e2;2fb;30c;a13c;
e1;2fa;30b;a6e0;
e0;2fa;30b;ac84;
e1;2f9;307;b228;
e0;2fd;30d;b7d0;
e0;2ff;30b;bd74;
df;2f9;30a;c318;
dd;2fc;30c;c8bc;
dd;2fb;30b;ce64;
dc;2fd;308;d40c;
dc;2fc;30a;d9ac;
da;2fd;30b;df50;
db;2fd;30a;e4f8;
d8;2f7;30b;ea9c;
d8;2fb;30b;f040;
d8;2fd;30b;f5e4;
d6;2fc;30b;fb8c;
d6;2fe;30d;130;
d5;2fa;30c;680;
d3;2fa;30e;bd0;
d3;2fa;30a;1120;
d1;2f8;30d;16c4;
d1;2fe;30b;1c68;
cf;2fc;30d;2210;
ce;2fa;309;27b4;
cd;2fd;308;2d58;
cc;2fc;30b;32fc;
ca;2f9;30b;38a4;
c9;2fd;30c;3e48;
c8;2fa;309;43ec;
c7;2f7;30a;4990;
c6;2fd;30d;4f38;
c4;2fb;30c;54dc;
c4;2f8;30c;5a80;
c2;2fe;308;6024;
c0;2fe;30c;65cc;
bf;2f9;30a;6b70;
bd;2ff;30a;7114;
bc;2fa;308;76b8;
bb;2fb;30c;7c60;
b9;2fa;30a;8204;
b7;2fc;307;87a8;
b6;2fa;30c;8d4c;
b4;2fc;30b;92f4;
b2;2fd;308;9898;
b1;2fb;30a;9e3c;
b0;2fb;30e;a3e0;
ad;2fb;30d;a988;
ac;2fb;30b;af2c;
ab;2fc;30c;b4d0;
a8;2fe;30a;ba74;
a7;2fc;30b;c020;
a5;2fc;30c;c5c0;
a4;2fa;30a;cb64;
a2;2fe;30c;d108;
a0;2fb;309;d6b0;
9e;2fd;30b;dc54;
9c;2f8;308;e1f8;
9b;2f9;30d;e79c;
99;2fc;30b;ed44;
97;2fb;30c;f2e8;
95;2fc;309;f88c;
94;2fa;30b;fe30;
92;2fb;30b;3d8;
90;2fc;30c;928;
8e;2fd;309;e78;
8c;2fa;30b;13c8;
8a;2ff;30d;196c;
88;2fd;30a;1f10;
86;2fa;30a;24b4;
85;2fc;30a;2a5c;
84;2fd;30c;3008;
82;2fb;30a;35a4;
80;2fe;30a;3b48;
7e;2fc;309;40f0;
7c;2f9;30a;4694;
7a;2f9;310;4c38;
78;2fc;30e;51dc;
77;2fb;30d;5784;
75;2fb;30b;5d28;
73;2fd;30d;62cc;
71;2fb;30c;6870;
6f;2ff;310;6e18;
6d;2fd;30e;73bc;
6c;2fc;30e;7960;
69;2fd;30e;7f04;
67;2ff;310;84ac;
66;2fd;30e;8a50;
65;300;310;8ff4;
62;304;312;9598;
60;2fe;314;9b40;
5e;304;313;a0e4;
5d;305;318;a688;
5b;303;316;ac2c;
58;308;316;b1d4;
57;308;318;b778;
57;308;319;bd1c;
55;30b;318;c2c0;
52;30c;31a;c868;
52;30d;31e;ce0c;
4f;30e;31c;d3b0;
4d;30d;31f;d954;
4c;311;320;defc;
4b;313;322;e4a0;
49;311;321;ea44;
48;312;326;efe8;
46;316;324;f590;
44;318;329;fb34;
43;315;32c;d8;
42;318;329;5d4;
3f;319;32b;b24;
3e;318;32a;1074;
3d;316;32c;1618;
3c;317;32b;1bbc;
3b;31a;32d;2164;
39;318;330;2708;
39;318;332;2cac;
36;319;334;3250;
36;318;332;37f8;
34;31a;334;3d9c;
33;319;335;4340;
32;31a;337;48e4;
30;319;337;4e8c;
2f;319;339;5430;
2e;318;338;59d4;
2d;319;33c;5f78;
2c;31a;33c;6520;
2a;31c;33b;6ac4;
2a;31b;33c;7068;
29;31e;33b;760c;
27;31e;33e;7bb4;
26;31f;340;8158;
26;323;33d;86fc;
25;320;340;8ca0;
24;321;33f;9248;
23;322;342;97ec;
22;324;343;9d90;
22;323;344;a334;
20;328;345;a8dc;
20;326;345;ae80;
20;326;349;b424;
1e;327;346;b9c8;
1d;329;347;bf70;
1e;325;347;c514;
1e;326;349;cab8;
1c;329;347;d05c;
1c;327;34a;d604;
1c;32a;349;dba8;
1b;32c;34c;e14c;
1c;328;34c;e6f0;
1b;32c;34c;ec98;
1a;32e;34e;f23c;
1a;32b;350;f7e0;
1a;32b;34b;fd84;
19;32c;34f;32c;
19;32c;34e;87c;
19;32b;350;dcc;
1a;32c;350;131c;
1a;32b;350;18c0;
18;32c;351;1e64;
18;32c;352;2410;
18;32c;34f;29b0;
19;32c;351;2f54;
19;32c;352;34f8;
19;329;352;3a9c;
19;32e;351;4044;
19;32c;354;45e8;
1a;32d;354;4b8c;
19;32c;355;5130;
1a;32d;356;56d8;
1b;32b;353;5c7c;
1c;32c;358;6220;
1b;32c;357;67c4;
1c;32a;357;6d6c;
1c;331;354;7310;
1d;32d;357;78b4;
1d;32c;358;7e58;
1d;32d;357;8400;
1e;32b;358;89a4;
1f;32b;35a;8f48;
20;329;358;94ec;
20;32c;359;9a94;
22;32b;358;a038;
21;32e;356;a5dc;
22;32d;356;ab80;
24;32c;357;b128;
23;32a;358;b6cc;
25;32f;358;bc70;
26;32b;358;c214;
26;32c;357;c7bc;
27;32d;357;cd60;
28;32c;358;d304;
2a;32d;356;d8a8;
2a;32c;353;de50;
2b;32e;358;e3f4;
2d;32d;357;e998;
2e;32a;357;ef3c;
2f;32d;35a;f4e4;
30;32e;358;fa88;
32;32c;357;2c;
32;32e;358;528;
34;32c;358;a78;
35;32b;358;fc8;
35;32c;358;1518;
37;32b;359;1abc;
38;32e;356;2060;
3a;32e;356;2608;
3b;32a;355;2bac;
3c;32b;359;3150;
3e;32c;356;36f4;
40;32c;355;3c9c;
41;32e;356;4240;
42;32c;355;47e4;
44;32c;356;4d88;
46;32d;355;5330;
47;32c;353;58d4;
49;329;356;5e78;
4b;32e;353;6420;
4c;32c;356;69c4;
4e;328;356;6f68;
4f;32b;357;750c;
50;32a;353;7ab0;
52;32b;353;8058;
54;32c;351;85fc;
55;32c;351;8ba0;
57;32a;34f;9144;
59;32a;350;96ec;
5a;32a;352;9c90;
5d;329;354;a234;
5e;32d;351;a7d8;
60;328;34f;ad80;
62;325;350;b324;
64;328;34f;b8c8;
66;326;34d;be6c;
67;324;34e;c418;
69;328;34d;c9b8;
6a;324;34e;cf5c;
6c;321;34c;d500;
6f;321;34b;daa8;
71;322;34a;e04c;
73;320;34a;e5f0;
74;321;346;eb94;
76;31f;347;f13c;
78;31d;348;f6e0;
7a;31f;347;fc84;
7c;31f;345;228;
7d;320;347;778;
7f;31c;346;cc8;
7f;31d;344;1218;
83;31d;344;17c0;
84;31f;343;1d64;
86;31e;342;2308;
88;31b;340;28ac;
8a;31d;33f;2e54;
8b;31a;33e;33f8;
8e;31b;33f;399c;
8f;31c;33d;3f40;
91;31c;33b;44e8;
93;317;33c;4a8c;
95;31d;33e;5030;
96;31a;33c;55d4;
99;31a;33b;5b7c;
9b;31a;33c;6120;
9b;31a;339;66c4;
9e;312;338;6c68;
a0;317;338;7210;
a2;315;337;77b4;
a4;312;336;7d58;
a5;312;333;82fc;
a6;313;334;88a4;
a9;312;333;8e48;
aa;314;32d;93ec;
ac;311;330;9990;
ad;311;32e;9f38;
ae;30e;32b;a4dc;
b0;311;32b;aa80;
b3;30b;32d;b024;
b4;311;32b;b5cc;
b5;30f;32a;bb70;
b7;311;32e;c114;
b8;311;329;c6b8;
ba;313;32a;cc60;
bc;30d;328;d204;
bd;311;327;d7a8;
bf;30e;328;dd4c;
bf;30e;324;e2f4;
c2;30c;324;e898;
c2;30f;324;ee3c;
c5;30e;320;f3e0;
c5;30f;323;f988;
c6;30e;31f;ff2c;
c7;30a;320;4d0;
c9;30c;31f;a20;
cb;30d;31d;f70;
cc;30a;31e;14c0;
cd;30d;31d;1a64;
ce;30c;320;2010;
d0;307;31b;25b0;
d0;30c;318;2b54;
d1;30b;317;30f8;
d2;30a;318;36a0;
d4;309;315;3c44;
d5;30a;319;41e8;
d5;309;318;478c;
d6;307;316;4d34;
d7;308;315;52d8;
d8;304;316;587c;
d8;305;315;5e20;
da;304;314;63c8;
db;305;314;696c;
dc;300;314;6f10;
dc;302;315;74b4;
dd;2fd;316;7a5c;
de;2fe;312;8008;
de;2fd;313;85a4;
df;2fa;311;8b48;
e0;2fc;313;90f0;
e1;2f8;30f;9694;
e0;2fc;311;9c38;
e0;2fb;30f;a1dc;
e2;2fc;30d;a784;
e3;2fb;30e;ad28;
e3;2fb;30c;b2cc;
e3;2f9;30c;b870;
e3;2fb;30c;be18;
e4;2fc;30d;c3bc;
e3;2fb;30d;c960;
e4;2fb;30b;cf04;
e3;2fa;30b;d4ac;
e4;2fd;30d;da50;
e4;2f7;30e;dff4;
e4;2fb;30b;e598;
e4;2fb;30c;eb40;
e5;2fd;30c;f0e4;
e4;2fc;30c;f688;
e5;2fa;30b;fc2c;
e5;2f7;30c;1d4;
e5;2fb;30a;724;
e4;2fe;30b;c74;
e5;2fa;30e;11c4;
e4;2fa;30c;1768;
e4;2fa;30a;1d0c;
e4;2f8;30a;22b0;
e4;2fc;309;2858;
e3;2fc;30b;2dfc;
e3;2fb;30a;33a0;
e2;2fc;30c;3944;
e3;2f9;30b;3eec;
e2;2fc;308;4490;
e2;2fc;307;4a34;
e0;2f9;30a;4fd8;
df;2fa;30a;5580;
e0;2fa;306;5b24;
df;2fc;309;60c8;
df;2f9;308;666c;
dd;2f9;30b;6c18;
dd;2fc;308;71b8;
dc;2f9;308;775c;
dc;2ff;309;7d00;
da;2fc;30c;82a8;
db;2fa;30a;884c;
d8;2fa;30c;8df0;
d8;2fa;30b;9394;
d8;2f9;30c;993c;
d6;2fa;30b;9ee0;
d6;2fb;30b;a484;
d5;2fc;30a;aa28;
d3;2fa;30a;afd0;
d2;2fa;309;b574;
d2;2f9;30a;bb18;
d0;2fb;30d;c0bc;
cf;2fc;30d;c664;
cd;2fe;30b;cc0c;
cd;2fd;30b;d1ac;
cb;2fa;30b;d750;
ca;2fa;30a;dcf8;
c9;2fc;30a;e29c;
c8;2fa;309;e840;
c7;2fa;30c;ede4;
c5;2f9;30d;f38c;
c3;2fc;30a;f930;
c3;2fa;30b;fed4;
c1;2fd;30a;478;
bf;2fb;30b;9c8;
be;2fb;30a;f18;
bc;2fe;309;1468;
bb;2fc;309;1a10;
ba;2f9;30a;1fb4;
b8;2fb;30b;2558;
b7;2fc;30d;2afc;
b5;2fb;30c;30a4;
b3;2fe;30b;3648;
b1;2fa;30b;3bec;
b1;2f7;30a;4190;
af;2fc;30c;4738;
ad;2fc;307;4cdc;
ac;2fb;30a;5280;
aa;2fe;30b;5824;
a8;2fc;30b;5dcc;
a6;2fd;30d;6370;
a4;2fd;30b;6914;
a3;2fc;30d;6eb8;
a2;2f9;309;7460;
9f;2fa;309;7a04;
9e;2fc;30a;7fa8;
9d;2f8;30b;854c;
99;2f9;30b;8af4;
98;2fb;30a;9098;
96;2fa;30c;963c;
95;2f9;30b;9be0;
92;2fc;30b;a188;
91;2fb;30c;a72c;
8f;2fb;309;acd0;
8c;2fb;30a;b274;
8c;2fc;30b;b820;
8a;2fe;309;bdc0;
87;2fa;30d;c364;
86;2fa;30c;c908;
84;2fb;30a;ceb0;
81;2f9;30b;d454;
80;2fa;30c;d9f8;
7e;2fc;309;df9c;
7c;2fc;30b;e544;
7b;2fb;30c;eae8;
78;2fd;30d;f08c;
76;2fc;30b;f630;
75;2fa;30a;fbd8;
74;2fc;30c;17c;
72;2fd;310;6cc;
70;2fa;30f;c20;
6e;2fe;30e;116c;
6c;2fe;30e;1710;
6b;2fd;30f;1cb4;
69;2fe;30d;225c;
67;2fd;310;2804;
66;2fe;310;2da4;
64;2ff;314;3348;
61;301;310;38f0;
60;300;313;3e94;
5e;305;314;4438;
5c;305;313;49dc;
5b;304;316;4f84;
58;309;316;5528;
57;309;31a;5acc;
55;309;31a;6070;
54;30e;319;6618;
51;30c;31b;6bbc;
51;30b;31f;7160;
4e;30e;31e;7704;
4d;310;324;7cac;
4c;30f;322;8250;
4a;313;321;87f4;
49;314;321;8d98;
47;311;325;9340;
45;318;325;98e4;
44;317;328;9e88;
42;315;327;a42c;
40;317;328;a9d4;
3f;316;327;af78;
3e;315;32d;b51c;
3d;317;32e;bac0;
3a;31c;32e;c068;
3a;317;32f;c60c;
39;31b;331;cbb0;
37;31b;331;d154;
36;31b;332;d6fc;
34;31b;334;dca0;
33;31c;334;e244;
32;31e;335;e7e8;
30;31d;336;ed90;
2f;31d;337;f334;
2f;31d;337;f8d8;
2e;31e;339;fe7c;
2d;31d;33a;424;
2b;31f;339;974;
2a;31d;33c;ec4;
29;31e;33e;1418;
29;31d;340;19b8;
28;320;33b;1f5c;
26;324;33e;2500;
25;320;340;2aa8;
24;322;341;304c;
23;321;343;35f0;
23;321;343;3b94;
21;324;343;413c;
21;328;343;46e0;
22;325;346;4c84;
20;323;344;5228;
1f;327;34a;57d0;
1f;325;347;5d74;
1f;327;347;6318;
1e;328;34b;68bc;
1e;328;34a;6e64;
1c;32a;34b;740c;
1b;32a;34b;79ac;
1b;329;34b;7f50;
1a;32a;34d;84f8;
1a;32b;34b;8a9c;
1b;32b;34c;9040;
1b;32b;34e;95e4;
1a;32a;34f;9b8c;
1a;329;34e;a130;
1a;32c;34d;a6d4;
19;32c;350;ac78;
19;32b;350;b220;
19;32c;351;b7c4;
19;32c;34e;bd68;
18;329;352;c30c;
19;32c;354;c8b4;
18;32d;351;ce58;
19;32f;352;d3fc;
19;32b;353;d9a0;
19;32c;355;df48;
1a;329;354;e4ec;
1a;32b;355;ea90;
1a;32c;353;f034;
1b;32b;357;f5dc;
1b;330;354;fb80;
1b;32c;356;124;
1c;32d;354;674;
1c;32c;353;bc4;
1c;329;356;1114;
1d;32b;35a;16b8;
1c;32a;357;1c60;
1d;32a;355;2204;
1e;329;358;27a8;
1f;32c;358;2d4c;
1f;32c;357;32f4;
21;32a;359;3898;
21;32c;355;3e3c;
21;32b;356;43e0;
22;32b;359;4988;
23;32c;355;4f2c;
23;32c;357;54d0;
24;32b;357;5a74;
25;32c;358;6020;
25;32c;359;65c0;
27;32a;358;6b64;
28;32c;357;7108;
29;32d;35a;76b0;
2a;32c;358;7c54;
2c;32b;356;81f8;
2c;32c;357;879c;
2d;32b;359;8d44;
2f;32b;358;92e8;
2f;32b;357;988c;
31;32a;356;9e30;
32;32d;354;a3d8;
33;32c;357;a97c;
35;329;359;af20;
36;32c;356;b4c4;
36;32c;35b;ba6c;
39;328;353;c014;
39;32b;358;c5b4;
3b;32b;358;cb58;
3d;32a;356;d100;
3e;32c;357;d6a4;
3f;32a;355;dc48;
41;32a;356;e1ec;
42;32c;353;e794;
43;32b;356;ed38;
45;32b;356;f2dc;
47;32b;359;f880;
48;32a;353;fe28;
4a;32b;356;3cc;
4b;32c;357;91c;
4d;32c;355;e6c;
4e;32b;356;13bc;
50;32c;354;1960;
51;32b;351;1f04;
54;32b;353;24ac;
55;32e;353;2a50;
57;32a;353;2ff4;
58;32c;352;3598;
5b;328;350;3b40;
5c;327;351;40e4;
5e;329;352;4688;
60;32a;34f;4c2c;
61;327;351;51d4;
63;328;34e;5778;
65;326;34f;5d1c;
66;326;34d;62c0;
69;325;34e;6868;
6a;327;34b;6e0c;
6c;323;34b;73b0;
6e;323;34c;7954;
70;324;34b;7efc;
71;322;34a;84a0;
73;322;34d;8a44;
75;323;34a;8fe8;
77;322;347;9590;
79;320;348;9b34;
7a;321;347;a0d8;
7d;31e;347;a67c;
7e;31e;347;ac24;
81;31e;345;b1c8;
81;321;345;b76c;
84;31b;345;bd10;
86;31e;341;c2b8;
88;319;342;c85c;
8a;319;344;ce00;
8b;31e;33f;d3a4;
8d;31d;33f;d94c;
90;317;33e;def0;
91;31e;33c;e494;
93;31b;33e;ea38;
94;31b;33b;efe0;
96;319;33b;f584;
98;31a;33a;fb28;
9a;315;338;cc;
9b;313;337;5c8;
9c;316;337;b18;
9f;318;335;1068;
a1;315;33a;160c;
a3;313;338;1bb4;
a4;312;333;2158;
a6;314;333;26fc;
a8;30e;335;2ca0;
aa;314;332;3248;
ab;314;331;37ec;
ac;312;330;3d90;
ae;313;32f;4334;
b0;312;32c;48dc;
b2;310;32e;4e80;
b3;315;32f;5424;
b5;30f;32d;59c8;
b7;30f;329;5f70;
b8;313;326;6514;
b9;312;328;6ab8;
bb;311;329;705c;
bb;312;327;7604;
be;312;326;7ba8;
bf;30e;326;814c;
c0;312;324;86f0;
c2;30f;325;8c98;
c4;310;324;923c;
c5;30c;320;97e0;
c6;30e;324;9d84;
c7;30b;322;a32c;
c9;30b;321;a8d0;
ca;30a;31e;ae74;
ca;309;31d;b420;
cd;30a;31c;b9c0;
ce;30c;31e;bf64;
ce;307;31b;c508;
d0;307;31c;caac;
d1;309;31c;d054;
d2;308;319;d5f8;
d4;30a;31a;db9c;
d4;309;319;e140;
d4;308;319;e6e8;
d5;306;315;ec8c;
d7;308;315;f230;
d8;306;316;f7d4;
d9;306;315;fd7c;
da;305;314;320;
db;304;314;870;
db;304;314;dc0;
db;303;313;1310;
dd;304;318;18b4;
de;302;315;1e58;
df;2fc;314;2404;
df;2fb;313;29a4;
df;2ff;311;2f48;
e0;2fb;311;34ec;
e1;2fb;311;3a94;
e1;2fa;310;4038;
e2;2fc;310;45dc;
e2;2fa;30e;4b80;
e2;2fc;30f;5128;
e3;2fa;30d;56cc;
e4;2fa;30d;5c70;
e4;2fa;30e;6214;
e4;2fb;30e;67bc;
e5;2fb;30d;6d60;
e5;2fc;30c;7304;
e5;2fb;30c;78a8;
e4;2f9;30d;7e50;
e5;2fb;307;83f4;
e4;2fb;30a;8998;
e5;2fb;30d;8f3c;
e4;2f8;307;94e4;
e5;2fa;30a;9a88;
e5;2fa;30c;a02c;
e5;2fc;30b;a5d0;
e4;2fc;30b;ab78;
e4;2fa;30b;b11c;
e4;2fe;30c;b6c0;
e4;2fc;309;bc64;
e4;2fe;30c;c20c;
e4;2f9;30d;c7b0;
e3;2fc;30c;cd54;
e3;2f7;30c;d2f8;
e3;2fc;30e;d8a0;
e2;2fd;309;de44;
e2;2f9;30c;e3e8;
e1;2fa;309;e98c;
e1;2f9;30b;ef34;
e1;2fb;30b;f4d8;
e0;2fa;309;fa7c;
df;2fc;30b;20;
df;2fc;30b;51c;
de;2fb;30b;a6c;
dd;2fb;30e;fbc;
dc;2fb;30c;150c;
dc;2f7;30a;1ab0;
db;2fd;30e;2058;
da;2fb;307;25fc;
da;2f9;30d;2ba0;
d9;2fb;30b;3144;
d8;2fc;30a;36ec;
d7;2fa;308;3c90;
d7;2fd;30c;4234;
d5;2fb;30a;47d8;
d3;2f9;30c;4d80;
d2;2fd;309;5324;
d2;2fa;309;58c8;
d0;2fb;30c;5e6c;
d0;2fe;30b;6418;
ce;2fa;30b;69b8;
cd;2fb;30c;6f5c;
cc;2fd;30a;7500;
ca;2fb;30c;7aa8;
ca;2fa;309;804c;
c9;2fc;30c;85f0;
c6;2f9;30b;8b94;
c6;2fa;30c;913c;
c4;2fb;309;96e0;
c3;2fb;30b;9c84;
c2;2f8;30b;a228;
c1;2fb;30b;a7d0;
bf;2fb;30b;ad74;
bd;2fb;307;b318;
bc;2fb;309;b8bc;
ba;2fc;30c;be64;
b9;2f8;309;c40c;
b7;2fd;308;c9ac;
b5;2fc;308;cf50;
b4;2fc;309;d4f8;
b3;2fb;309;da9c;
b1;2f9;30b;e040;
b0;2f8;30b;e5e4;
ae;2fe;30b;eb8c;
ac;2fb;308;f130;
ab;2fa;30b;f6d4;
a8;2fb;30c;fc78;
a7;2fc;30a;220;
a5;2f9;309;770;
a3;2f8;30e;cc0;
a1;2fa;30a;1210;
a0;2fa;30c;17b4;
9f;2fb;30c;1d58;
9d;2fc;30d;22fc;
9b;2fa;307;28a4;
99;2fa;309;2e48;
97;2f9;309;33ec;
96;2fb;30b;3990;
93;2fc;309;3f38;
91;2fc;30d;44dc;
91;2fd;309;4a80;
8f;2fa;309;5024;
8c;2f9;30b;55cc;
8b;2fa;309;5b70;
89;2f9;307;6114;
86;2fa;30a;66b8;
84;2f8;30b;6c60;
83;2fc;30b;7204;
81;2fc;30a;77a8;
7f;2f8;309;7d4c;
7d;2fa;309;82f4;
7c;2fe;30d;8898;
7a;2f9;30c;8e3c;
78;2fd;30c;93e0;
76;2fd;30a;9988;
74;2fe;30d;9f2c;
73;2f9;30c;a4d0;
71;2fd;30a;aa74;
6f;2fa;30d;b020;
6e;302;30f;b5c0;
6b;2fd;30d;bb64;
6a;2fc;310;c108;
68;2ff;30f;c6b0;
65;300;311;cc54;
64;301;313;d1f8;
63;301;30e;d79c;
60;2fe;313;dd44;
5f;2ff;315;e2e8;
5d;303;313;e88c;
5b;301;316;ee30;
59;301;316;f3d8;
57;306;314;f97c;
56;30a;319;ff20;
54;309;31b;4c4;
52;307;317;a14;
51;30a;31c;f64;
4f;30c;31c;14b4;
4e;30e;31c;1a5c;
4d;30d;31d;2008;
4b;310;320;25a4;
49;316;323;2b48;
47;314;323;30f0;
46;314;325;3694;
45;317;325;3c38;
43;315;327;41dc;
42;316;32a;4784;
41;31b;326;4d28;
3f;317;32b;52cc;
3e;31a;32b;5870;
3b;319;32f;5e18;
3a;31c;330;63bc;
3a;315;332;6960;
37;318;330;6f04;
36;31d;331;74ac;
35;31b;336;7a50;
34;31a;335;7ff4;
32;31b;338;8598;
31;317;336;8b40;
2f;31c;338;90e4;
2f;31f;33b;9688;
2e;318;33b;9c2c;
2d;31e;339;a1d4;
2c;31f;33b;a778;
2b;31d;33c;ad1c;
2a;31b;33f;b2c0;
29;31d;33d;b868;
27;31e;33f;be0c;
27;320;340;c3b0;
26;320;33e;c954;
25;321;341;cefc;
24;326;340;d4a0;
24;324;340;da44;
22;322;343;dfe8;
22;325;343;e590;
21;326;343;eb34;
20;323;345;f0d8;
20;326;346;f67c;
1f;328;349;fc24;
1e;328;34a;1c8;
1d;328;348;718;
1d;329;348;c68;
1c;329;34a;11b8;
1c;328;34d;175c;
1b;32a;34c;1d00;
1c;329;34a;22a8;
1b;32e;34b;284c;
1b;32b;34d;2df0;
1b;329;34e;3394;
19;32c;34b;393c;
1a;32a;34f;3ee0;
1a;329;34e;4484;
19;32b;34f;4a28;
19;32c;351;4fd0;
19;32b;353;5574;
19;327;350;5b18;
19;32c;350;60bc;
19;32c;354;6664;
19;32c;353;6c0c;
19;32c;353;71ac;
19;32b;352;7750;
1a;32d;354;7cf8;
19;32c;354;829c;
1a;327;354;8840;
1a;32b;352;8de4;
19;32b;354;938c;
1b;32b;356;9930;
1b;32c;355;9ed4;
1b;32f;355;a478;
1b;32b;356;aa20;
1b;32c;355;afc4;
1c;32a;356;b568;
1c;32b;356;bb0c;
1d;32b;355;c0b4;
1d;32c;357;c658;
1e;32e;354;cbfc;
1f;329;358;d1a0;
1f;32c;358;d748;
21;32b;359;dcec;
21;32b;355;e290;
22;32c;357;e834;
23;32b;358;eddc;
24;32f;358;f380;
24;32e;358;f924;
25;32b;358;fec8;
26;32a;356;470;
27;32b;356;9c0;
28;32c;357;f10;
28;32b;356;1460;
29;32b;357;1a04;
2b;329;35c;1fa8;
2b;32b;359;254c;
2d;32c;357;2af4;
2e;329;358;3098;
2f;32a;357;363c;
31;329;357;3be0;
32;32a;357;4188;
32;32a;356;472c;
34;32c;355;4cd0;
35;32a;356;5274;
36;32c;358;5820;
37;32c;353;5dc0;
39;32b;358;6364;
3a;32c;358;6908;
3b;32f;356;6eb0;
3d;32b;357;7454;
3f;329;358;79f8;
3f;32b;355;7f9c;
41;32e;357;8544;
43;32a;356;8ae8;
44;32d;355;908c;
46;329;35a;9630;
48;329;355;9bd8;
49;328;356;a17c;
4c;329;353;a720;
4c;32b;354;acc4;
4e;32c;354;b26c;
50;32b;351;b814;
51;32a;352;bdb4;
52;329;353;c358;
55;329;351;c900;
55;32c;351;cea4;
57;32a;352;d448;
5a;329;352;d9ec;
5b;327;350;df94;
5d;327;352;e538;
5f;32b;350;eadc;
60;32a;351;f080;
63;328;351;f628;
64;327;350;fbcc;
66;327;34e;170;
68;325;34d;6c0;
6a;321;34b;c18;
6b;325;34e;1160;
6c;324;34b;1704;
6f;322;34c;1cac;
71;323;34e;2250;
72;324;34c;27f4;
75;31f;349;2d98;
76;322;34a;3340;
77;320;347;38e4;
7a;31f;346;3e88;
7c;31f;346;442c;
7d;31d;347;49d4;
80;31e;344;4f78;
82;31d;346;551c;
83;31e;342;5ac0;
85;31c;344;6068;
87;31e;33f;660c;
88;31f;33f;6bb0;
8b;31c;342;7154;
8c;31c;33d;76fc;
8d;31d;33d;7ca0;
8f;31b;33c;8244;
91;31c;33d;87e8;
94;319;33d;8d90;
96;31b;33a;9334;
97;31a;33c;98d8;
99;316;339;9e7c;
9b;316;33d;a424;
9d;315;338;a9c8;
9e;313;33b;af6c;
a0;312;338;b510;
a2;315;338;bab8;
a4;314;335;c05c;
a6;313;334;c600;
a7;314;334;cba4;
a9;314;334;d14c;
ab;30f;32f;d6f0;
ad;314;32a;dc94;
ad;310;330;e238;
b0;30f;32f;e7e0;
b1;311;32c;ed84;
b3;30f;32e;f328;
b4;310;329;f8cc;
b6;313;32c;fe74;
b8;312;328;41c;
b9;312;32a;968;
ba;311;329;eb8;
bb;310;328;140c;
bd;30f;32a;19ac;
be;312;325;1f50;
c0;30f;327;24f8;
c2;30d;321;2a9c;
c2;30f;327;3040;
c4;30f;326;35e4;
c6;30e;321;3b8c;
c7;30f;324;4130;
c9;30d;31f;46d4;
c9;30a;320;4c78;
ca;30d;320;5220;
cc;30d;31b;57c4;
cd;309;31e;5d68;
ce;30c;31d;630c;
cf;309;31a;68b4;
d0;307;31f;6e58;
d1;309;318;73fc;
d2;30a;319;79a0;
d5;308;319;7f48;
d5;308;316;84ec;
d6;306;316;8a90;
d7;308;318;9034;
d8;309;316;95dc;
d8;304;317;9b80;
da;307;314;a124;
db;308;311;a6c8;
db;304;316;ac70;
dc;302;312;b214;
dd;302;314;b7b8;
de;2ff;314;bd5c;
df;2fd;314;c304;
df;2ff;312;c8a8;
e0;2fe;311;ce4c;
df;2f9;310;d3f0;
e1;2fd;310;d998;
e2;2fa;311;df3c;
e2;2fb;30f;e4e0;
e3;2fa;30c;ea84;
e2;2f9;310;f02c;
e3;2fa;30f;f5d0;
e4;2fc;30d;fb74;
